"filename", "language", "MCMETA", "MC-Build", "JSON", "mcfunction", "JavaScript", "comment", "blank", "total"
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/animations/anim/zzz/frames/9.mcfunction", "mcfunction", 0, 0, 0, 6, 0, 1, 0, 7
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/animations/anim/zzz/on_tick.mcfunction", "mcfunction", 0, 0, 0, 8, 0, 1, 0, 9
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/animations/anim/zzz/set_frame.mcfunction", "mcfunction", 0, 0, 0, 3, 0, 1, 0, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/animations/pause_all.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/apply_default_pose.mcfunction", "mcfunction", 0, 0, 0, 6, 0, 1, 0, 7
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/invalid_version_warning.mcfunction", "mcfunction", 0, 0, 0, 0, 0, 1, 1, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/on_load.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/remove/all.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/remove/entities.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/remove/this.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 0, 3
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/remove/zzz/this/kill_camera.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/remove/zzz/this/kill_locator.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/remove/zzz/this/recursively_kill_passengers.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 0, 3
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/remove_animation_objectives.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 0, 3
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/root/on_tick.mcfunction", "mcfunction", 0, 0, 0, 3, 0, 1, 0, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/set_default_pose.mcfunction", "mcfunction", 0, 0, 0, 6, 0, 1, 0, 7
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/summon.mcfunction", "mcfunction", 0, 0, 0, 4, 0, 1, 0, 5
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/variants/default/apply.mcfunction", "mcfunction", 0, 0, 0, 7, 0, 1, 0, 8
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/variants/default/zzz/apply_to_bone_body.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/variants/default/zzz/apply_to_bone_head.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/variants/default/zzz/apply_to_bone_left_arm.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/variants/default/zzz/apply_to_bone_left_leg.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/variants/default/zzz/apply_to_bone_right_arm.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/variants/default/zzz/apply_to_bone_right_leg.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/variants/steve/apply.mcfunction", "mcfunction", 0, 0, 0, 7, 0, 1, 0, 8
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/variants/steve/zzz/apply_to_bone_body.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/variants/steve/zzz/apply_to_bone_head.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/variants/steve/zzz/apply_to_bone_left_arm.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/variants/steve/zzz/apply_to_bone_left_leg.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/variants/steve/zzz/apply_to_bone_right_arm.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/variants/steve/zzz/apply_to_bone_right_leg.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/zzz/summon/animation_arg/process.mcfunction", "mcfunction", 0, 0, 0, 6, 0, 1, 0, 7
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/zzz/summon/animation_arg/start_animation.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 0, 2
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/zzz/summon/animation_arg/try_set_frame.mcfunction", "mcfunction", 0, 0, 0, 5, 0, 1, 0, 6
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/zzz/summon/animation_arg/zzz/2.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 0, 3
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/zzz/summon/animation_arg/zzz/3.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 0, 3
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/zzz/summon/animation_arg/zzz/4.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 0, 3
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/zzz/summon/as_data_entity.mcfunction", "mcfunction", 0, 0, 0, 14, 0, 1, 0, 15
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/zzz/summon/as_root_entity.mcfunction", "mcfunction", 0, 0, 0, 11, 0, 1, 0, 12
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/zzz/summon/variant_arg/process.mcfunction", "mcfunction", 0, 0, 0, 3, 0, 1, 0, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/zzz/summon/variant_arg/try_apply.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 0, 3
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/zzz/summon/variant_arg/zzz/0.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 0, 3
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/function/the_world/zzz/summon/variant_arg/zzz/1.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 0, 3
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/tags/function/global/on_load.json", "JSON", 0, 0, 3, 0, 0, 0, 0, 3
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/animated_java/tags/function/global/root/on_tick.json", "JSON", 0, 0, 3, 0, 0, 0, 0, 3
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/minecraft/tags/damage_type/bypasses_armor.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/minecraft/tags/damage_type/bypasses_cooldown.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/minecraft/tags/function/load.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/minecraft/tags/function/tick.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/advancement/normal_use.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/advancement/player_tick.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/advancement/special_use.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/damage_type/spiritual_strength.json", "JSON", 0, 0, 6, 0, 0, 0, 0, 6
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/aj_summon.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 1, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/freeze_time/disable/entity.mcfunction", "mcfunction", 0, 0, 0, 15, 0, 1, 1, 17
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/freeze_time/disable/main.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 1, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/freeze_time/disable/player.mcfunction", "mcfunction", 0, 0, 0, 11, 0, 1, 1, 13
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/freeze_time/enable/entity.mcfunction", "mcfunction", 0, 0, 0, 17, 0, 1, 1, 19
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/freeze_time/enable/main.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 2, 1, 5
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/freeze_time/enable/player.mcfunction", "mcfunction", 0, 0, 0, 15, 0, 1, 1, 17
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/load.mcfunction", "mcfunction", 0, 0, 0, 12, 0, 2, 1, 15
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/stand_arrow/give.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 1, 3
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/stand_arrow/infect_tick.mcfunction", "mcfunction", 0, 0, 0, 10, 0, 1, 1, 12
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/stand_arrow/zzz/0.mcfunction", "mcfunction", 0, 0, 0, 4, 0, 1, 1, 6
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/stand_item/as_player.mcfunction", "mcfunction", 0, 0, 0, 3, 0, 1, 1, 5
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/stand_item/fill_remainder.mcfunction", "mcfunction", 0, 0, 0, 5, 0, 1, 1, 7
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/stand_item/give.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 1, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/stand_item/normal_use.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 1, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/stand_item/special_use.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 1, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/stand_item/zzz/0.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 1, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/stand_item/zzz/1.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 1, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/teleport/blink.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 1, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/teleport/find_player.mcfunction", "mcfunction", 0, 0, 0, 4, 0, 1, 1, 6
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/teleport/main.mcfunction", "mcfunction", 0, 0, 0, 6, 0, 1, 1, 8
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/teleport/zzz/0.mcfunction", "mcfunction", 0, 0, 0, 3, 0, 1, 1, 5
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/tick.mcfunction", "mcfunction", 0, 0, 0, 16, 0, 1, 1, 18
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/vfx/activate.mcfunction", "mcfunction", 0, 0, 0, 6, 0, 1, 1, 8
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/vfx/deactivate.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 1, 3
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/vfx/particles.mcfunction", "mcfunction", 0, 0, 0, 27, 0, 1, 1, 29
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/vfx/summon.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 1, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/zzz/0.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 1, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/zzz/1.mcfunction", "mcfunction", 0, 0, 0, 7, 0, 1, 1, 9
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/zzz/10.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 1, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/zzz/2.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 2, 1, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/zzz/3.mcfunction", "mcfunction", 0, 0, 0, 5, 0, 1, 1, 7
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/zzz/4.mcfunction", "mcfunction", 0, 0, 0, 10, 0, 1, 1, 12
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/zzz/5.mcfunction", "mcfunction", 0, 0, 0, 1, 0, 1, 1, 3
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/zzz/6.mcfunction", "mcfunction", 0, 0, 0, 3, 0, 1, 1, 5
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/zzz/7.mcfunction", "mcfunction", 0, 0, 0, 4, 0, 1, 1, 6
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/zzz/8.mcfunction", "mcfunction", 0, 0, 0, 5, 0, 1, 1, 7
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/function/zzz/9.mcfunction", "mcfunction", 0, 0, 0, 2, 0, 1, 1, 4
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/item_modifier/stand.json", "JSON", 0, 0, 42, 0, 0, 0, 0, 42
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/predicate/mainhand_stand.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/predicate/offhand_stand.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/predicate/stand_arrow.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/predicate/stand_arrow2.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/data/theworld/recipe/stand_arrow.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/mcb.config.js", "JavaScript", 0, 0, 0, 0, 8, 0, 1, 9
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/pack.mcmeta", "MCMETA", 6, 0, 0, 0, 0, 0, 0, 6
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/src/minecraft.mcb", "MC-Build", 0, 7, 0, 0, 0, 1, 1, 9
"/Users/School/Library/Application Support/minecraft/1.21.8/saves/devesto/datapacks/theworld/src/theworld.mcb", "MC-Build", 0, 462, 0, 0, 0, 3, 76, 541
"Total", "-", 6, 469, 66, 872, 8, 179, 117, 1717